City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,pandan,14.0453,124.1694,299.58,90,47,3.08,PH,1713900354
301,yantai,37.5333,121.4,282.86,90,100,4.06,CN,1713900355
302,usinsk,65.9939,57.5281,262.63,82,5,8.94,RU,1713900356
303,selebi-phikwe,-21.979,27.8498,295.62,24,0,0.8,BW,1713900356
304,sumbe,-11.2061,13.8437,300.31,90,99,1.8,AO,1713900357
305,watampone,-4.5386,120.3279,298.73,93,100,1.74,ID,1713900358
306,zhaqsy,51.9083,67.3133,286.07,56,19,4.98,KZ,1713900091
307,posto fiscal rolim de moura,-13.0833,-62.2667,301.76,82,99,1.01,BR,1713900360
308,banting,2.8167,101.5,300.23,96,100,0.8,MY,1713900362
309,kamen'-na-obi,53.7884,81.3423,272.33,63,7,1.82,RU,1713900363
310,ta`u,-14.2336,-169.5144,301.64,74,82,4.22,AS,1713900363
311,klyuchi,52.2667,79.1667,275.95,47,69,2.67,RU,1713900364
312,hailun,47.45,126.9333,281.94,81,100,2.7,CN,1713900365
313,sinabang,2.4803,96.3801,300.01,88,100,1.54,ID,1713900366
314,tolanaro,-25.0319,46.9987,297.19,83,75,5.14,MG,1713900366
315,castro,-24.7911,-50.0119,295.56,80,91,1.74,BR,1713900367
316,shumikha,55.2261,63.2961,276.68,83,73,6.09,RU,1713900368
317,menongue,-14.6585,17.691,292.66,49,77,2.42,AO,1713900369
318,ola,59.5833,151.2833,269.9,93,93,0.57,RU,1713900373
319,chonchi,-42.6128,-73.8092,285.99,62,100,2.01,CL,1713900375
320,barbacoas,1.6715,-78.1398,303.5,71,100,2.02,CO,1713900376
321,sawai madhopur,25.9833,76.3667,303.2,20,8,2.87,IN,1713900376
322,wynyard,-41.0,145.7167,282.45,73,99,8.41,AU,1713900379
323,kanniyakumari,8.0833,77.5667,301.79,81,62,2.73,IN,1713900380
324,arkhangel'sk,64.5401,40.5433,275.44,87,75,6.0,RU,1713900323
325,moyale,3.5167,39.0584,295.81,72,83,2.24,KE,1713900382
326,likasi,-10.9814,26.7333,291.45,85,96,1.54,CD,1713900383
327,seminole,28.7086,-81.2081,300.49,51,75,5.66,US,1713900226
328,haiku-pauwela,20.9219,-156.3051,298.83,72,20,8.23,US,1713900385
329,kayangel,8.0823,134.7173,300.71,84,99,4.45,PW,1713900273
330,damara,4.9608,18.7035,298.47,75,100,2.18,CF,1713900386
331,chardara,41.2547,67.9692,296.67,30,6,2.74,KZ,1713900387
332,jimma,7.6667,36.8333,291.9,81,26,1.08,ET,1713900389
333,ulladulla,-35.35,150.4667,291.29,56,100,3.08,AU,1713900390
334,otjimbingwe,-22.35,16.1333,299.27,20,0,1.43,NA,1713900114
335,garoua boulai,5.8833,14.55,296.2,63,100,0.07,CM,1713900391
336,general mosconi,-23.1851,-62.303,305.62,54,100,1.68,AR,1713900392
337,dakhla,23.6848,-15.958,293.16,83,100,8.75,EH,1713900392
338,rongelap,11.1635,166.8941,300.44,86,41,9.58,MH,1713900394
339,konokovo,44.8616,41.3266,285.58,69,33,1.53,RU,1713900395
340,nelson bay,-32.7167,152.15,290.93,93,100,2.68,AU,1713900396
341,pinarbasi,38.7229,36.3931,288.62,41,6,1.84,TR,1713900396
342,selfoss,63.9331,-20.9971,281.51,68,98,3.32,IS,1713900397
343,urzhar,47.093,81.6294,284.71,38,0,3.64,KZ,1713900398
344,patong,7.8961,98.2966,301.23,84,100,3.7,TH,1713900398
345,khamis mushait,18.3064,42.7292,294.73,30,40,7.2,SA,1713900399
346,bel ombre,-4.6167,55.4167,302.06,79,20,5.66,SC,1713900400
347,bubaque,11.2833,-15.8333,298.76,71,94,8.66,GW,1713900400
348,el granada,37.5027,-122.4694,291.61,70,100,8.23,US,1713900401
349,mejit,10.2753,170.8646,300.33,86,100,10.19,MH,1713900402
350,nova xavantina,-14.6667,-52.35,303.64,58,3,1.44,BR,1713900402
351,jabat,7.75,168.9751,300.85,85,100,10.14,MH,1713900418
352,bondo,3.8146,23.6866,301.76,53,100,0.67,CD,1713900419
353,vernon,50.2581,-119.2691,291.35,34,83,1.54,CA,1713900366
354,monrovia,6.3005,-10.7969,302.02,81,20,3.54,LR,1713900425
355,north bay,46.3168,-79.4663,281.16,93,100,4.63,CA,1713900342
356,new plymouth,-39.0667,174.0833,285.82,83,100,4.73,NZ,1713900426
357,pemangkat,1.1667,108.9667,298.97,91,85,2.41,ID,1713900427
358,dajal,29.5577,70.3762,303.67,17,0,2.14,PK,1713900428
359,kingston,17.997,-76.7936,305.46,66,40,6.69,JM,1713900377
360,atchison,39.563,-95.1216,297.21,35,99,6.2,US,1713900429
361,chandbali,20.7833,86.7667,302.35,59,0,4.72,IN,1713900430
362,sydney,-33.8679,151.2073,291.68,79,100,4.63,AU,1713900224
363,fairfield,41.2668,-73.3162,291.67,43,0,5.14,US,1713900187
364,moanda,-1.5575,13.2178,295.76,98,82,1.11,GA,1713900432
365,dudinka,69.4058,86.1778,262.41,87,92,6.26,RU,1713900433
366,yeppoon,-23.1333,150.7333,291.03,90,23,5.09,AU,1713900435
367,naama,33.2667,-0.3167,290.78,18,80,4.82,DZ,1713900435
368,daru,-9.0763,143.2092,300.39,85,97,4.96,PG,1713900436
369,vilyuchinsk,52.9306,158.4028,275.89,81,10,4.22,RU,1713900358
370,mburucuya,-28.0454,-58.2245,296.46,96,92,3.92,AR,1713900346
371,carnarvon,-24.8667,113.6333,298.69,40,57,9.26,AU,1713900440
372,ar rutbah,33.0381,40.2848,296.56,26,5,4.68,IQ,1713900441
373,greymouth,-42.4667,171.2,283.96,89,100,1.11,NZ,1713900442
374,mizan teferi,6.9833,35.5833,292.29,87,17,1.7,ET,1713900442
375,coquimbo,-29.9533,-71.3436,288.0,94,75,5.14,CL,1713900417
376,turan,16.0678,108.2208,300.14,89,40,0.0,VN,1713900445
377,yuzhno-kurilsk,44.0306,145.8556,275.58,97,30,2.66,RU,1713900445
378,moultrie,31.1799,-83.7891,297.43,30,0,2.06,US,1713900206
379,behshahr,36.6923,53.5526,288.12,96,100,2.51,IR,1713900448
380,kingscliff,-28.2667,153.5667,290.78,94,9,1.03,AU,1713900449
381,cockburn town,21.4612,-71.1419,298.99,75,2,5.19,TC,1713900453
382,fomboni,-12.28,43.7425,301.62,81,100,3.65,KM,1713900454
383,guiren,33.6697,118.1889,285.62,53,96,2.05,CN,1713900455
384,puerto baquerizo moreno,-0.9,-89.6,302.7,66,20,5.14,EC,1713900204
385,porto novo,6.4965,2.6036,301.05,73,100,2.01,BJ,1713900456
386,ocean shores,46.9737,-124.1563,292.84,76,0,6.17,US,1713900384
387,kidal,18.4411,1.4078,309.57,11,17,4.19,ML,1713900457
388,ipora,-16.4419,-51.1178,303.68,40,21,0.74,BR,1713900398
389,nusaybin,37.0778,41.2178,294.29,32,41,5.02,TR,1713900459
390,awjilah,29.1081,21.2869,293.57,64,98,9.1,LY,1713900460
391,kurumkan,54.3,110.3,276.0,67,100,2.24,RU,1713900460
392,rabenau,50.6833,8.8667,279.67,52,94,1.2,DE,1713900461
393,salekhard,66.53,66.6019,257.81,96,100,2.24,RU,1713900462
394,mahibadhoo,3.7833,72.9667,302.22,78,90,5.12,MV,1713900462
395,urengoy,65.9667,78.3667,255.95,96,16,4.28,RU,1713900463
396,street,51.1247,-2.74,284.42,83,35,2.17,GB,1713900464
397,afaahiti,-17.75,-149.2833,302.08,78,0,4.4,PF,1713900465
398,zaysan,47.4667,84.8667,283.76,40,0,3.82,KZ,1713900466
399,castillos,-34.1667,-53.8333,294.95,79,83,4.36,UY,1713900467
400,phan rang-thap cham,11.5667,108.9833,299.14,85,51,1.39,VN,1713900299
401,hilo,19.7297,-155.09,298.29,82,0,5.14,US,1713900411
402,zaozersk,69.4005,32.4476,270.3,93,84,1.74,RU,1713900470
403,wajir,1.7471,40.0573,303.96,57,100,2.85,KE,1713900386
404,duki,30.1541,68.5728,295.4,27,6,3.66,PK,1713900472
405,pozoblanco,38.3791,-4.8483,284.22,56,8,1.64,ES,1713900472
406,tra vinh,9.9347,106.3453,299.04,77,100,1.47,VN,1713900473
407,bonawon,9.134,122.9193,301.45,75,100,1.56,PH,1713900212
408,saint-philippe,-21.3585,55.7679,297.92,85,37,4.34,RE,1713900477
409,egilsstadir,65.2653,-14.3948,278.1,81,0,5.14,IS,1713900479
410,bandrele,-12.9067,45.1914,300.01,89,0,0.0,YT,1713900480
411,muisne,0.6,-80.0333,300.87,77,99,3.16,EC,1713900480
412,vila do maio,15.1333,-23.2167,297.59,73,14,5.43,CV,1713900484
413,manhattan,40.7834,-73.9662,292.55,39,0,8.23,US,1713900356
414,odienne,9.51,-7.5692,300.38,60,100,2.58,CI,1713900487
415,nova vicosa,-17.8919,-39.3719,300.44,78,1,2.75,BR,1713900260
416,turkestan,43.3333,68.25,293.25,52,56,3.5,KZ,1713900490
417,val-d'or,48.1002,-77.7828,280.2,100,100,4.63,CA,1713900199
418,angra do heroismo,38.65,-27.2167,290.49,82,75,5.16,PT,1713900492
419,yorkton,51.2167,-102.4677,286.06,28,0,3.09,CA,1713900316
420,ixtapa,20.7,-105.2,300.72,61,0,4.12,MX,1713900494
421,bantogon,6.5333,124.0333,300.53,79,19,2.38,PH,1713900495
422,bikenibeu village,1.3673,173.1241,302.13,79,20,4.63,KI,1713900497
423,hoeryong,42.4428,129.7508,276.49,95,100,1.74,KP,1713900498
424,chikwawa,-16.0335,34.8009,296.28,67,9,1.03,MW,1713900499
425,ardabil,38.2498,48.2933,279.9,81,40,5.14,IR,1713900500
426,thabazimbi,-24.5917,27.4116,295.88,28,0,0.88,ZA,1713900501
427,sibolga,1.7427,98.7792,299.16,91,100,1.46,ID,1713900501
428,palikir - national government center,6.9248,158.1611,298.56,100,100,0.0,FM,1713900503
429,jinchang,38.4953,102.1739,288.2,19,100,4.38,CN,1713900504
430,kabinda,-6.1333,24.4833,295.23,90,83,1.51,CD,1713900505
431,taoudenni,22.6783,-3.9836,307.8,9,0,4.26,ML,1713900507
432,yaren,-0.5472,166.916,302.15,76,100,4.83,NR,1713900508
433,acapulco de juarez,16.8634,-99.8901,302.05,74,0,5.66,MX,1713900395
434,alice springs,-23.7,133.8833,286.9,77,21,0.0,AU,1713900509
435,ikwiriri,-7.9562,38.9716,296.64,98,100,1.3,TZ,1713900510
436,el jadid,33.2549,-8.506,291.88,77,100,6.7,MA,1713900514
437,saint-joseph,-21.3667,55.6167,297.36,85,18,3.59,RE,1713900515
438,alofi,-19.0595,-169.9187,300.09,83,84,1.54,NU,1713900516
439,olonets,60.9847,32.9698,275.85,86,100,3.4,RU,1713900518
440,midway,35.9535,-80.2181,295.17,40,5,5.27,US,1713900518
441,bahir dar,11.5936,37.3908,298.6,22,22,3.72,ET,1713900519
442,gangolli,13.65,74.6667,301.18,76,37,0.74,IN,1713900520
443,namtsy,62.7161,129.6658,273.18,100,100,0.49,RU,1713900520
444,thal,35.4791,72.2439,277.62,71,39,2.63,PK,1713900521
445,ghadamis,30.1337,9.5007,295.84,22,100,2.8,LY,1713900522
446,goundam,16.4145,-3.6708,309.36,11,9,4.43,ML,1713900523
447,oviedo,43.3603,-5.8448,283.31,96,100,2.24,ES,1713900523
448,port macquarie,-31.4333,152.9167,286.42,89,100,3.23,AU,1713900356
449,san luis de la loma,17.2706,-100.8939,304.91,35,97,4.03,MX,1713900525
450,nyurba,63.2842,118.3319,272.49,93,100,4.15,RU,1713900525
451,kudahuvadhoo,2.6708,72.8944,302.64,76,99,6.22,MV,1713900526
452,santyoku,37.4406,129.1708,283.63,91,100,3.87,KR,1713900528
453,general pico,-35.6566,-63.7568,290.81,36,0,5.67,AR,1713900528
454,valparaiso,-33.0393,-71.6273,299.34,52,0,6.17,CL,1713900529
455,edessa,37.1671,38.7939,295.05,33,13,1.75,TR,1713900530
456,saldanha,-33.0117,17.9442,288.18,97,100,3.33,ZA,1713900534
457,katima mulilo,-17.5,24.2667,293.65,24,0,1.5,NA,1713900535
458,filey,54.21,-0.2892,280.25,83,100,0.89,GB,1713900536
459,waitara,-38.925,174.25,286.2,76,91,5.19,NZ,1713900537
460,san antonio de pale,-1.4014,5.6325,302.23,76,97,3.32,GQ,1713900539
461,kapoeta,4.7717,33.5903,303.51,45,12,6.08,SS,1713900542
462,brookings,44.3114,-96.7984,288.34,41,20,9.26,US,1713900543
463,saacow,1.6279,42.4407,301.66,77,98,6.31,SO,1713900544
464,adrar,20.5022,-10.0711,306.42,13,2,4.77,MR,1713900544
465,gobo,33.8833,135.15,291.59,79,100,8.53,JP,1713900545
466,puerto montt,-41.4698,-72.9447,286.61,67,75,4.63,CL,1713900430
467,smithers,54.7804,-127.1743,284.33,35,100,2.57,CA,1713900549
468,alawalpur,31.4328,75.6508,298.82,27,1,1.88,IN,1713900549
469,maine soroa,13.2114,12.0241,309.57,10,97,4.01,NE,1713900550
470,kununurra,-15.7667,128.7333,292.14,88,40,0.51,AU,1713900355
471,nadvoitsy,63.8667,34.3167,274.03,99,100,1.9,RU,1713900555
472,itoman,26.1247,127.6694,296.36,96,75,2.57,JP,1713900556
473,fauske,67.2588,15.3918,276.91,67,100,0.97,NO,1713900557
474,port saint john's,-31.6229,29.5448,294.92,87,89,3.56,ZA,1713900557
475,murakami,38.2333,139.4833,289.09,79,100,6.29,JP,1713900563
476,caromatan,7.7959,123.7145,298.62,93,45,1.33,PH,1713900563
477,laem sing,12.4816,102.0738,302.13,75,95,2.77,TH,1713900564
478,mitu,1.1983,-70.1733,302.24,78,100,0.26,CO,1713900566
479,lincheng,19.9078,109.6858,298.24,91,0,1.62,CN,1713900566
480,mecca,21.4267,39.8261,304.71,31,0,1.34,SA,1713900510
481,muroto-misakicho,33.2833,134.15,293.39,95,100,1.4,JP,1713900568
482,berezovyy,51.6667,135.7,278.96,91,100,0.93,RU,1713900568
483,papao,-17.75,-149.55,302.97,76,3,2.54,PF,1713900569
484,at taj,24.2049,23.2857,304.72,9,0,5.08,LY,1713900570
485,twentynine palms,34.1356,-116.0542,302.23,14,0,0.89,US,1713900571
486,hell-ville,-13.4,48.2667,302.63,71,99,1.46,MG,1713900572
487,freeport,40.6576,-73.5832,290.63,46,0,7.72,US,1713900380
488,tarnogskiy gorodok,60.4997,43.5761,280.64,95,100,2.91,RU,1713900574
489,gemena,3.25,19.7667,297.16,96,93,0.34,CD,1713900574
490,trairi,-3.2778,-39.2689,300.94,83,82,2.65,BR,1713900386
491,berezovo,63.9381,65.0419,261.64,94,9,2.89,RU,1713900577
492,tindouf,27.6711,-8.1474,305.4,11,21,2.06,DZ,1713900578
493,vila velha,-20.3297,-40.2925,302.12,80,20,4.12,BR,1713900347
494,kruisfontein,-34.0033,24.7314,289.0,91,69,0.51,ZA,1713900579
495,luga,58.7372,29.8453,274.21,97,100,3.52,RU,1713900580
496,thinadhoo,0.5333,72.9333,302.51,77,53,6.0,MV,1713900581
497,al ghayzah,16.2079,52.176,301.55,67,5,4.88,YE,1713900547
498,madalena,41.2162,-8.3345,292.85,42,0,2.75,PT,1713900582
499,guia lopes da laguna,-21.4578,-56.1142,307.51,34,5,3.04,BR,1713900583
500,tubarjal,30.4999,38.216,300.17,12,1,3.3,SA,1713900583
501,ibresi,55.2961,47.0394,282.09,84,100,3.53,RU,1713900584
502,keelung,25.1283,121.7419,298.76,90,100,2.95,TW,1713900585
503,milford haven,51.7128,-5.0341,282.96,81,7,5.94,GB,1713900586
504,pangody,65.85,74.4859,255.21,98,11,3.53,RU,1713900586
505,chiredzi,-21.05,31.6667,294.85,31,2,2.06,ZW,1713900587
506,shingu,33.7333,135.9833,289.55,98,100,6.93,JP,1713900588
507,sangueya,10.7,-14.3667,301.33,55,99,4.08,GN,1713900589
508,kerikeri,-35.2268,173.9474,283.31,94,6,1.63,NZ,1713900589
509,kolyvan',55.3053,82.7391,270.71,64,100,3.26,RU,1713900590
510,luderitz,-26.6481,15.1594,289.83,84,2,4.89,NA,1713900591
511,ekibastuz,51.6667,75.3667,280.75,33,96,3.11,KZ,1713900591
512,aktyubinskiy,54.8137,52.8056,290.29,59,91,1.06,RU,1713900405
513,puerto quijarro,-17.7833,-57.7667,305.26,56,100,1.19,BO,1713900593
514,wattegama,6.7989,81.4808,298.98,91,99,1.0,LK,1713900594
515,ostrzeszow,51.4264,17.9336,279.51,55,99,2.6,PL,1713900595
516,tshabong,-26.05,22.45,299.19,23,4,0.61,BW,1713900596
517,borzya,50.3833,116.5167,275.81,91,14,2.44,RU,1713900597
518,olinda,-8.0089,-34.8553,304.0,70,20,4.12,BR,1713900352
519,tartagal,-22.5164,-63.8013,303.28,59,100,1.72,AR,1713900327
520,lincoln city,44.9582,-124.0179,293.63,76,72,5.36,US,1713900601
521,tawau,4.2498,117.8871,299.22,85,100,2.41,MY,1713900602
522,bulgan,48.8125,103.5347,276.31,47,100,2.2,MN,1713900604
523,balakliya,49.4627,36.8595,281.6,78,83,3.05,UA,1713900605
524,kayes,14.0,-11.0,310.44,16,6,2.73,ML,1713900605
525,baharly,38.4362,57.4316,295.25,49,99,2.98,TM,1713900606
526,tutoia,-2.7619,-42.2744,301.07,79,36,3.22,BR,1713900607
527,eraan,9.0629,117.7016,299.9,81,62,1.71,PH,1713900607
528,piti village,13.4626,144.6933,299.64,93,100,3.6,GU,1713900611
529,yung shue wan,22.2333,114.1167,298.53,91,13,1.19,HK,1713900612
530,mungwi,-10.1732,31.3694,290.36,92,100,1.65,ZM,1713900613
531,petal,31.3466,-89.2601,298.22,38,0,5.14,US,1713900613
532,raton,36.9034,-104.4391,295.49,20,0,3.09,US,1713900623
533,dolores,-36.3132,-57.6792,290.63,58,0,5.61,AR,1713900623
534,gori,41.9842,44.1158,285.17,38,14,1.03,GE,1713900403
535,la ronge,55.1001,-105.2842,286.27,32,20,2.06,CA,1713900625
536,horta,38.5333,-28.6333,290.95,80,20,7.72,PT,1713900626
537,abdulino,53.7,53.6667,289.92,70,100,4.56,RU,1713900614
538,la huerta,19.4667,-104.65,296.42,22,49,4.75,MX,1713900643
539,olenino,56.2092,33.4889,275.8,76,100,2.39,RU,1713900644
540,udgir,18.3833,77.1167,305.07,34,73,2.91,IN,1713900645
541,slivnitsa,42.85,23.0333,284.77,97,64,3.64,BG,1713900646
542,pontianak,-0.0333,109.3333,297.14,100,100,1.54,ID,1713900647
543,elmina,5.0898,-1.348,301.15,83,100,4.47,GH,1713900651
544,peniche,39.3558,-9.3811,289.32,73,15,7.27,PT,1713900652
545,happy valley-goose bay,53.3168,-60.3315,277.32,35,75,6.17,CA,1713900652
546,qax,41.4225,46.9242,288.7,64,8,1.98,AZ,1713900654
547,santa vitoria,-18.8386,-50.1214,302.31,52,0,0.16,BR,1713900655
548,corinto,37.9407,22.9573,292.72,93,2,0.71,GR,1713900656
549,mandalgovi,45.7625,106.2708,278.07,46,96,3.57,MN,1713900658
550,taroa,8.7058,171.2275,300.61,84,96,11.2,MH,1713900660
551,melfort,52.8667,-104.6177,287.22,30,75,5.14,CA,1713900663
552,alo,7.4178,6.7371,302.75,67,74,2.4,NG,1713900664
553,kolonia,50.9333,6.95,282.56,61,0,2.57,DE,1713900586
554,labrador city,52.9463,-66.9114,272.69,69,100,3.09,CA,1713900666
555,gongzhuling,43.5008,124.8198,284.5,82,100,1.42,CN,1713900667
556,pirallahi,40.4723,50.333,287.23,64,99,3.27,AZ,1713900668
557,teodoro sampaio,-22.5325,-52.1675,303.24,50,5,1.58,BR,1713900669
558,bedford,52.1346,-0.4663,281.56,87,100,0.45,GB,1713900671
559,east wenatchee bench,47.4257,-120.2812,291.75,30,100,0.89,US,1713900675
560,makary,12.5717,14.4666,306.93,26,8,4.2,CM,1713900676
561,klaksvik,62.2266,-6.589,278.66,69,71,5.61,FO,1713900676
562,mazagao,-0.115,-51.2894,305.18,76,56,2.62,BR,1713900678
563,tupiza,-21.45,-65.7167,297.91,12,0,4.57,BO,1713900679
564,fortuna,40.5982,-124.1573,291.44,78,100,1.34,US,1713900683
565,chegdomyn,51.1167,133.0167,280.2,83,100,2.31,RU,1713900684
566,mazamari,-11.3258,-74.5308,308.42,36,25,0.46,PE,1713900686
567,beira,-19.8436,34.8389,296.71,81,0,3.36,MZ,1713900688
568,saipan,15.1355,145.701,300.54,83,20,3.6,MP,1713900688
569,mersa matruh,31.3525,27.2453,297.26,60,78,7.72,EG,1713900689
570,zhezqazghan,47.7833,67.7667,291.26,25,100,7.74,KZ,1713900691
571,xinyi,22.373,110.9475,296.71,92,29,0.73,CN,1713900692
572,floro,61.5996,5.0328,279.95,81,40,7.2,NO,1713900696
573,tieling,42.2931,123.8414,286.26,87,100,1.26,CN,1713900697
574,torghay,49.6339,63.4981,290.38,60,92,4.57,KZ,1713900705
575,kalanchak,46.2562,33.2907,286.04,68,99,4.8,UA,1713900706
576,ust-nera,64.5667,143.2,269.46,91,100,2.08,RU,1713900707
577,colares,38.7992,-9.4469,291.97,62,0,8.23,PT,1713900707
578,guantanamo,20.1444,-75.2092,303.91,42,61,4.53,CU,1713900709
579,villa maria grande,-31.6656,-59.9018,293.58,78,100,4.18,AR,1713900710
580,omsk,55.0,73.4,274.09,51,0,1.0,RU,1713900703
581,port blair,11.6667,92.75,301.17,89,20,1.03,IN,1713900712
582,tsiombe,-25.3,45.4833,294.3,78,7,3.55,MG,1713900713
583,lorengau,-2.0226,147.2712,300.71,77,48,1.25,PG,1713900714
584,kisangani,0.5167,25.2,294.82,99,100,3.65,CD,1713900715
585,kapuskasing,49.4169,-82.4331,272.2,69,100,5.66,CA,1713900716
586,shadrinsk,56.0852,63.6335,276.79,53,99,5.21,RU,1713900717
587,sabang,5.8933,95.3214,302.21,75,75,0.96,ID,1713900718
588,lerum,57.7745,12.2697,277.55,88,75,1.54,SE,1713900719
589,ambon,-3.6954,128.1814,300.3,95,40,2.06,ID,1713900721
590,paimpol,48.7784,-3.0438,284.65,86,100,4.6,FR,1713900722
591,mountain home,43.133,-115.6912,291.16,29,0,2.06,US,1713900521
592,sodo,6.8642,37.7628,289.18,91,99,2.58,ET,1713900725
593,abong mbang,3.9833,13.1833,295.06,88,100,1.56,CM,1713900728
594,khobar,26.2794,50.2083,300.12,38,0,1.54,SA,1713900470
595,murzuq,25.9155,13.9184,300.12,18,1,5.42,LY,1713900731
596,stornoway,58.2093,-6.3865,281.13,74,10,4.12,GB,1713900732
597,wakkanai,45.4094,141.6739,277.4,88,92,4.14,JP,1713900734
598,miyazu,35.5333,135.1833,288.62,87,100,8.94,JP,1713900734
599,la passe,45.5549,-0.8967,284.81,62,62,3.75,FR,1713900735
600,arica,-18.475,-70.3042,299.9,60,0,7.72,CL,1713900509
601,agadez,19.75,10.25,306.31,9,8,4.72,NE,1713900737
